original_title,runtime,year_release,revenue_final_adjusted
Myra Breckinridge,94.0,1970,23933614
Zabriskie Point,113.0,1970,7977871
On a Clear Day You Can See Forever,129.0,1970,111690199
The Ballad of Cable Hogue,121.0,1970,39889357
Tora! Tora! Tora!,144.0,1970,235732466
Joe,107.0,1970,154126524
Catch-22,121.0,1970,198742100
Getting Straight,124.0,1970,106105689
Airport,137.0,1970,801689525
Chisum,111.0,1970,47867228
Two Mules for Sister Sara,116.0,1970,40288250
Woodstock,225.0,1970,275277330
Beyond the Valley of the Dolls,109.0,1970,319114856
M*A*S*H,116.0,1970,650994308
The Molly Maguires,124.0,1970,17551317
Erinnerungen an die Zukunft,92.0,1970,199
The Aristocats,78.0,1970,444170041
Patton,172.0,1970,716412853
Waterloo,128.0,1970,24348463
The Private Life of Sherlock Holmes,125.0,1970,11966807
Little Big Man,139.0,1970,251778047
The French Connection,104.0,1971,310246300
Willard,95.0,1971,109644331
Bedknobs and Broomsticks,117.0,1971,134926542
The Andromeda Strain,131.0,1971,93292002
THX 1138,86.0,1971,18369608
Beröringen,115.0,1971,49221805
Carnal Knowledge,98.0,1971,215761109
The Last Picture Show,118.0,1971,219598601
Play Misty for Me,102.0,1971,79900634
Diamonds Are Forever,120.0,1971,874531638
Fiddler on the Roof,181.0,1971,627931017
Straw Dogs,118.0,1971,24511358
Dirty Harry,102.0,1971,271179736
Escape from the Planet of the Apes,98.0,1971,93083522
Vanishing Point,99.0,1971,544728648
Little Murders,110.0,1971,11306693
Bananas,82.0,1971,89199982
Willy Wonka & the Chocolate Factory,100.0,1971,30151182
Shaft,100.0,1971,91370279
A Clockwork Orange,136.0,1971,200422448
The Hospital,103.0,1971,106602589
Sweet Sweetback's Baadasssss Song,97.0,1971,114574494
Cold Turkey,99.0,1971,82915752
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,88.0,1972,130213357
Pete 'n' Tillie,100.0,1972,108412793
Die Angst des Tormanns beim Elfmeter,101.0,1972,722
Lady Sings the Blues,144.0,1972,142573886
Une belle fille comme moi,98.0,1972,3304161
Pink Flamingos,93.0,1972,43365206
The Valachi Papers,125.0,1972,123634833
The Godfather,175.0,1972,1771225933
猛龍過江,100.0,1972,614340430
Conquest of the Planet of the Apes,88.0,1972,70107084
Across 110th Street,102.0,1972,72275344
The Getaway,118.0,1972,425210286
The Last House on the Left,84.0,1972,22405356
Deliverance,109.0,1972,333350910
The Cowboys,131.0,1972,54206508
"What's Up, Doc?",94.0,1972,477017275
Shaft's Big Score!,104.0,1972,72275344
The Legend of Boggy Creek,90.0,1972,159005758
Joe Kidd,88.0,1972,45750293
The Poseidon Adventure,117.0,1972,611182850
Ultimo tango a Parigi,129.0,1972,261232005
Frenzy,116.0,1972,91066934
Sleeper,89.0,1973,128386013
Magnum Force,124.0,1973,278317275
Enter the Dragon,99.0,1973,629867098
The Last Detail,103.0,1973,69985233
Battle for the Planet of the Apes,93.0,1973,61899104
The Day of the Jackal,143.0,1973,112370074
The Way We Were,118.0,1973,314933549
American Graffiti,110.0,1973,979793264
A Touch of Class,106.0,1973,117575191
Paper Moon,102.0,1973,216490521
The Satanic Rites of Dracula,87.0,1973,3810527
Papillon,151.0,1973,372790341
Robin Hood,83.0,1973,224347931
The Golden Voyage of Sinbad,105.0,1973,76983756
Dillinger,107.0,1973,13997046
The Exorcist,122.0,1973,3088491345
Heavy Traffic,76.0,1973,10497784
La nuit américaine,115.0,1973,124629
The Sting,129.0,1973,1117078586
Walking Tall,125.0,1973,160966036
Westworld,88.0,1973,27994093
Shaft in Africa,112.0,1973,10203846
Soylent Green,97.0,1973,25194683
Serpico,129.0,1973,208555994
Live and Let Die,121.0,1973,1132205957
High Plains Drifter,105.0,1973,109876816
Pat Garrett & Billy the Kid,106.0,1973,76983756
Mean Streets,110.0,1973,20995569
The Crazies,103.0,1973,1006275
Jesus Christ Superstar,108.0,1973,92380507
The Longest Yard,121.0,1974,283480283
The Man with the Golden Gun,125.0,1974,643128953
Alice Doesn't Live Here Anymore,112.0,1974,122598681
...altrimenti ci arrabbiamo!,102.0,1974,242447335
Death Wish,93.0,1974,145009192
The Towering Inferno,159.0,1974,764593926
The Lords of Flatbush,86.0,1974,26365307
The Godfather: Part II,200.0,1974,313370409
Murder on the Orient Express,128.0,1974,182149448
Blazing Saddles,93.0,1974,787663570
Young Frankenstein,106.0,1974,568655745
Airport 1975,107.0,1974,309792366
Benji,86.0,1974,260700163
Hearts and Minds,112.0,1974,197739
The Sugarland Express,110.0,1974,84368984
Black Christmas,98.0,1974,26714648
Big Bad Mama,83.0,1974,26365307
Earthquake,123.0,1974,525108957
Flesh Gordon,90.0,1974,5971742
The Texas Chain Saw Massacre,83.0,1974,203401758
Chinatown,130.0,1974,197739808
The Conversation,113.0,1974,29133665
The Front Page,105.0,1974,98869904
Thunderbolt and Lightfoot,115.0,1974,143031794
The Great Gatsby,144.0,1974,174888996
Hard Times,93.0,1975,29676009
Rollerball,125.0,1975,178056058
The Day of the Locust,144.0,1975,105605048
Let's Do It Again,110.0,1975,70035383
Three Days of the Condor,117.0,1975,163077104
Bite the Bullet,132.0,1975,65287221
Cipolla Colt,0.0,1975,235024786
Barry Lyndon,184.0,1975,118704039
The Eiger Sanction,123.0,1975,84279867
Dog Day Afternoon,125.0,1975,276971280
Breakout,96.0,1975,94963231
The Other Side of the Mountain,103.0,1975,205791851
Death Race 2000,80.0,1975,47481615
Capone,101.0,1975,11870403
The Rocky Horror Picture Show,100.0,1975,670038713
Supervixens,106.0,1975,100898433
The Great Waldo Pepper,108.0,1975,122519911
French Connection II,119.0,1975,74097696
Lucky Lady,118.0,1975,145066574
One Flew Over the Cuckoo's Nest,133.0,1975,646825877
Jaws,124.0,1975,2793426543
"Farewell, My Lovely",95.0,1975,11870403
Tommy,111.0,1975,203289718
The Apple Dumpling Gang,100.0,1975,218729997
Escape to Witch Mountain,97.0,1975,118704039
Bizim Aile,88.0,1975,1273694
Monty Python and the Holy Grail,91.0,1975,29847822
Rooster Cogburn,108.0,1975,47612190
The Return of the Pink Panther,113.0,1975,248289363
At Long Last Love,118.0,1975,8902802
Love and Death,85.0,1975,119735233
Gus,96.0,1976,118945326
Cannonball,93.0,1976,8156996
Marathon Man,125.0,1976,118053603
The Pink Panther Strikes Again,103.0,1976,183984873
Jackson County Jail,84.0,1976,12507395
King Kong,134.0,1976,492761155
Rocky,119.0,1976,637524475
The Enforcer,96.0,1976,251431267
Bugsy Malone,93.0,1976,15138515
The Omen,111.0,1976,331299033
Stay Hungry,102.0,1976,135160158
Carrie,98.0,1976,183804326
Tosun Paşa,94.0,1976,3796810
The Outlaw Josey Wales,135.0,1976,172928331
The Pom Pom Girls,89.0,1976,97249944
Network,121.0,1976,128825499
Murder by Death,94.0,1976,176795003
Silent Movie,86.0,1976,196560211
Family Plot,121.0,1976,42960182
Taxi Driver,114.0,1976,153691816
The Shootist,100.0,1976,44003789
The Bad News Bears,102.0,1976,192087985
Logan's Run,119.0,1976,135949945
All the President's Men,138.0,1976,383922646
A Star Is Born,139.0,1976,875517650
Silver Streak,114.0,1976,277767839
Slap Shot,123.0,1977,143991875
"Oh, God!",98.0,1977,214379439
The Last Wave,106.0,1977,6469349
Saturday Night Fever,118.0,1977,1219370433
Tentacoli,102.0,1977,15427700
The Hills Have Eyes,89.0,1977,128564174
Una giornata particolare,110.0,1977,565
Annie Hall,93.0,1977,196710515
The Rescuers,78.0,1977,366232377
The Goodbye Girl,111.0,1977,524541833
Smokey and the Bandit,96.0,1977,651755714
The Kentucky Fried Movie,83.0,1977,102851339
Airport '77,114.0,1977,154277009
Exorcist II: The Heretic,118.0,1977,158129522
Kingdom of the Spiders,97.0,1977,87423638
High Anxiety,94.0,1977,159743753
Sorcerer,121.0,1977,61710803
Wizards,80.0,1977,46283102
The Other Side of Midnight,165.0,1977,126774669
Grand Theft Auto,84.0,1977,12856417
A Bridge Too Far,175.0,1977,260985274
Close Encounters of the Third Kind,135.0,1977,1562253407
I Never Promised You a Rose Garden,96.0,1977,16456214
The Gauntlet,109.0,1977,135839148
The Bad News Bears in Breaking Training,100.0,1977,98245399
Star Wars,121.0,1977,3987536197
Eraserhead,89.0,1977,35997968
Sinbad and the Eye of the Tiger,113.0,1977,82281071
Looking for Mr. Goodbar,135.0,1977,115772836
The Spy Who Loved Me,125.0,1977,953630799
The Sentinel,92.0,1977,15
Damnation Alley,91.0,1977,44843184
Orca: The Killer Whale,92.0,1977,75687550
The Fury,118.0,1978,115887001
Killer of Sheep,83.0,1978,1749034
El sacerdote,109.0,1978,1460914
F.I.S.T.,145.0,1978,53
The Cheap Detective,92.0,1978,136271292
The Deer Hunter,183.0,1978,241431252
El diputado,110.0,1978,3047263
Midnight Express,121.0,1978,169001876
Brass Target,111.0,1978,24679102
The Lord of the Rings,132.0,1978,147135061
Up in Smoke,86.0,1978,200826827
Halloween,91.0,1978,338003753
Superman,143.0,1978,1449640242
I Wanna Hold Your Hand,104.0,1978,9390140
Damien: Omen II,107.0,1978,128047193
Blue Collar,114.0,1978,31487864
Invasion of the Body Snatchers,115.0,1978,116111691
Paradise Alley,107.0,1978,34696172
Animal House,109.0,1978,680836132
The End,110.0,1978,217288127
Death on the Nile,140.0,1978,70305186
Watership Down,88.0,1978,17932393
The One and Only,97.0,1978,81739626
Eyes of Laura Mars,104.0,1978,96572501
Dawn of the Dead,127.0,1978,265574377
Jaws 2,116.0,1978,907221422
Force 10 from Navarone,118.0,1978,34910959
Corvette Summer,105.0,1978,74843688
Heaven Can Wait,101.0,1978,394210291
House Calls,98.0,1978,137426058
"Same Time, Next Year",119.0,1978,91
The Wiz,134.0,1978,101637984
Good Guys Wear Black,95.0,1978,88363838
Revenge of the Pink Panther,104.0,1978,239399700
The Last Waltz,117.0,1978,1554585
Hooper,107.0,1978,376632754
The Buddy Holly Story,113.0,1978,69355473
California Suite,103.0,1978,207213543
La escopeta nacional,95.0,1978,7832821
Every Which Way But Loose,110.0,1978,410
Gray Lady Down,111.0,1978,26262539
Pretty Baby,110.0,1978,27940201
Foul Play,116.0,1978,217286297
Convoy,110.0,1978,109924040
Moment by Moment,102.0,1978,52940195
Big Wednesday,120.0,1978,21728812
La Cage aux folles,99.0,1978,98621088
Coma,113.0,1978,241431252
Escalofrío,82.0,1978,2872775
An Unmarried Woman,124.0,1978,115887001
Return from Witch Mountain,95.0,1978,79155650
Grease,110.0,1978,877910524
The China Syndrome,122.0,1979,232023010
Breaking Away,100.0,1979,89725574
The Wanderers,117.0,1979,103184411
The Black Hole,98.0,1979,160796758
When a Stranger Calls,97.0,1979,96056422
Norma Rae,110.0,1979,99721003
Tim,109.0,1979,3629399
Love at First Bite,96.0,1979,196880342
Kramer vs. Kramer,105.0,1979,476711979
...And Justice for All,119.0,1979,149393082
Alien,117.0,1979,470753308
The Black Stallion,118.0,1979,169579734
Caligola,156.0,1979,105149939
The Rose,125.0,1979,130885603
Manhattan,96.0,1979,179212389
The First Great Train Robbery,110.0,1979,58446597
North Dallas Forty,119.0,1979,116999063
Apocalypse Now,153.0,1979,401344205
Star Trek: The Motion Picture,132.0,1979,623592745
The Main Event,112.0,1979,192012730
The Jerk,94.0,1979,331811541
Life of Brian,94.0,1979,89927973
The Amityville Horror,117.0,1979,387758044
Prophecy,102.0,1979,242259052
More American Graffiti,110.0,1979,67360012
Wanda Nevada,107.0,1979,10817068
A Force of One,90.0,1979,90622830
The Frisco Kid,114.0,1979,41929555
Being There,130.0,1979,135384726
The Great Santini,115.0,1979,21097062
The In-Laws,103.0,1979,171375847
10,122.0,1979,335867577
Rocky II,119.0,1979,898072969
Escape from Alcatraz,111.0,1979,192909985
Americathon,86.0,1979,27688249
Time After Time,112.0,1979,58321623
The Muppet Movie,97.0,1979,343904669
Mad Max,93.0,1979,448627874
Phantasm,89.0,1979,53783613
The Concorde... Airport '79,123.0,1979,58392004
The Warriors,93.0,1979,100896583
The Electric Horseman,122.0,1979,277260868
Supersonic Man,88.0,1979,2329293
1941,113.0,1979,142465110
Bloodline,116.0,1979,36871356
All That Jazz,123.0,1979,169687553
Meteor,107.0,1979,37684741
Hair,121.0,1979,68571168
Roller Boogie,103.0,1979,59459859
Moonraker,126.0,1979,943500754
Atlantic City,104.0,1980,51331765
My Bodyguard,96.0,1980,90661335
Stardust Memories,89.0,1980,41893114
Any Which Way You Can,115.0,1980,285043041
Stir Crazy,111.0,1980,408486986
"Bon Voyage, Charlie Brown (and Don't Come Back!)",75.0,1980,8118096
Used Cars,113.0,1980,47241423
The Big Red One,113.0,1980,29058707
Brubaker,125.0,1980,149691358
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,107.0,1980,20204024
The Changeling,107.0,1980,48389376
Cheech & Chong's Next Movie,99.0,1980,168053054
Heart Beat,110.0,1980,3847140
Terror Train,97.0,1980,32259584
The Gods Must Be Crazy,109.0,1980,241946882
The Formula,117.0,1980,35865758
Wholly Moses,103.0,1980,57081790
Gloria,123.0,1980,16370420
Hangar 18,97.0,1980,24194688
Heaven's Gate,219.0,1980,14050383
Hero at Large,98.0,1980,64255999
Honeysuckle Rose,119.0,1980,71838916
The Long Riders,99.0,1980,63693278
Foxes,106.0,1980,17742771
Altered States,102.0,1980,80059787
American Gigolo,117.0,1980,91712683
Battle Beyond the Stars,104.0,1980,44356928
Superman II,127.0,1980,768014836
When Time Ran Out...,121.0,1980,15178086
Little Miss Marker,103.0,1980,25490684
The Watcher in the Woods,83.0,1980,20162240
Navajeros,95.0,1980,2742967
The Mirror Crack'd,105.0,1980,44356928
The Empire Strikes Back,124.0,1980,2171070025
The Fog,89.0,1980,86207129
The Blues Brothers,133.0,1980,464658544
Raging Bull,129.0,1980,92746304
Airplane!,88.0,1980,336522059
Saturn 3,95.0,1980,36292032
Caddyshack,98.0,1980,160678311
The Shining,144.0,1980,177497773
Galaxina,95.0,1980,19617859
Flash Gordon,111.0,1980,109311440
Xanadu,96.0,1980,90615539
The Final Countdown,103.0,1980,67131388
La Cage aux folles II,101.0,1980,28026017
Resurrection,103.0,1980,15766948
Nine to Five,110.0,1980,416513574
Coal Miner's Daughter,125.0,1980,270911097
Smokey and the Bandit II,100.0,1980,266676378
The Elephant Man,124.0,1980,104887457
Seems Like Old Times,102.0,1980,177411253
Prom Night,92.0,1980,59665052
Private Benjamin,109.0,1980,281655801
Home Movies,90.0,1980,359428
Friday the 13th,95.0,1980,240957323
Just Tell Me What You Want,112.0,1980,8415335
Where the Buffalo Roam,96.0,1980,26853591
Ordinary People,124.0,1980,220844771
Windwalker,108.0,1980,72
The Hollywood Knights,91.0,1980,40324480
"Oh, God! Book II",94.0,1980,58487743
Nightmares,90.0,1980,677451
鬼打鬼,102.0,1980,2950755
Fame,134.0,1980,85499306
Rough Cut,112.0,1980,67164958
Motel Hell,102.0,1980,25576479
The Blue Lagoon,104.0,1980,237322092
The Octagon,104.0,1980,76499571
Dressed to Kill,105.0,1980,128631060
The Last Flight of Noah's Ark,97.0,1980,44356928
Body Heat,113.0,1981,85439626
Excalibur,140.0,1981,124179096
Time Bandits,116.0,1981,150451963
The Evil Dead,85.0,1981,104407578
Reds,195.0,1981,143410056
History of the World: Part I,92.0,1981,112479303
Omen III: The Final Conflict,108.0,1981,72699572
The Funhouse,96.0,1981,28008423
Dragonslayer,108.0,1981,50108581
Nighthawks,99.0,1981,70689467
La Guerre du feu,100.0,1981,196245614
Under the Rainbow,98.0,1981,8159036
S.O.B.,121.0,1981,52797158
Mommie Dearest,129.0,1981,138499849
An Eye for an Eye,106.0,1981,26622799
Clash of the Titans,118.0,1981,145930288
The Incredible Shrinking Woman,88.0,1981,65343518
Honky Tonk Freeway,107.0,1981,3336152
Wolfen,115.0,1981,37738456
For Your Eyes Only,127.0,1981,693610093
The Howling,91.0,1981,63872909
The French Lieutenant's Woman,124.0,1981,9549628
Friday the 13th Part 2,87.0,1981,77143620
Halloween II,92.0,1981,90677690
American Pop,96.0,1981,21307669
Pelle Svanslös,81.0,1981,3392894
Arthur,97.0,1981,339010989
Ragtime,155.0,1981,39416055
Roadgames,101.0,1981,355127
Rollover,116.0,1981,36286509
Saturday the 14th,75.0,1981,14205112
Nice Dreams,88.0,1981,131397292
Scanners,103.0,1981,50520043
Sharky's Machine,122.0,1981,126461371
The Cannonball Run,95.0,1981,256329764
Private Lessons,87.0,1981,93324039
Sphinx,118.0,1981,1561014
Escape from New York,99.0,1981,178432907
Student Bodies,86.0,1981,18343885
Take This Job and Shove It,100.0,1981,62392513
"Tarzan, the Ape Man",107.0,1981,129853481
Los violadores,77.0,1981,573041
Thief,122.0,1981,15270496
This Is Elvis,144.0,1981,7204165
Outland,112.0,1981,61702020
Escape to Victory,116.0,1981,97494724
The Fox and the Hound,82.0,1981,105828089
Porky's,94.0,1981,446496020
Roar,102.0,1981,7102556
Mad Max 2,95.0,1981,87364398
Taps,126.0,1981,127334818
An American Werewolf in London,97.0,1981,113545901
Gallipoli,112.0,1981,41692005
All Night Long,87.0,1981,35512781
The Amateur,112.0,1981,24475757
Blow Out,108.0,1981,42615338
Carbon Copy,92.0,1981,33973633
Continental Divide,103.0,1981,55322653
Dead & Buried,94.0,1981,767665
Endless Love,116.0,1981,115390524
Raiders of the Lost Ark,115.0,1981,1384735595
Chariots of Fire,123.0,1981,209429187
Absence of Malice,116.0,1981,144597262
Possession,123.0,1981,3954483
Eye of the Needle,112.0,1981,63923007
On Golden Pond,109.0,1981,68383295
Goodbye Pork Pie,105.0,1981,4971789
The Hand,104.0,1981,2012637
Stripes,106.0,1981,302924029
Das Boot,149.0,1981,301858645
Heartbeeps,79.0,1981,7651924
The Legend of the Lone Ranger,98.0,1981,10460645
Neighbors,94.0,1981,106240773
Diva,117.0,1981,9510688
Only When I Laugh,120.0,1981,90645587
Pennies from Heaven,108.0,1981,32569798
My Favorite Year,92.0,1982,64770704
Warlords of the 21st Century,91.0,1982,9655922
First Blood,93.0,1982,403015364
The Toy,102.0,1982,151656101
Fast Times at Ridgemont High,90.0,1982,87202249
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",109.0,1982,2703658
Author! Author!,110.0,1982,34042289
Blade Runner,117.0,1982,106664527
Rocky III,99.0,1982,869033021
Split Image,111.0,1982,848546
The Beastmaster,118.0,1982,45242914
Barbarosa,90.0,1982,5587956
Things Are Tough All Over,90.0,1982,68023958
Lookin' to Get Out,105.0,1982,3046318
Annie,127.0,1982,183652436
Night Crossing,107.0,1982,25749126
An Officer and a Gentleman,124.0,1982,417765268
The Best Little Whorehouse in Texas,114.0,1982,224344534
Shao Lin Si,95.0,1982,52006157
Megaforce,99.0,1982,18267714
48 Hrs.,96.0,1982,253849399
The Year of Living Dangerously,115.0,1982,4241064
The Man from Snowy River,104.0,1982,66495262
The Entity,125.0,1982,42735690
E.T. the Extra-Terrestrial,115.0,1982,2552270568
Sophie's Choice,151.0,1982,96675095
Diner,110.0,1982,45382684
Mil gritos tiene la noche,85.0,1982,3857045
Creepshow,120.0,1982,67684009
Airplane II: The Sequel,85.0,1982,87387817
Koyaanisqatsi,87.0,1982,5548524
Gandhi,191.0,1982,250210342
Pink Floyd: The Wall,95.0,1982,71596112
Frances,140.0,1982,16093204
Amityville II: The Possession,104.0,1982,40345073
Victor/Victoria,132.0,1982,90815408
Experience Preferred...But Not Essential,80.0,1982,2645
The Verdict,129.0,1982,173733380
Star Trek II: The Wrath of Khan,113.0,1982,311564431
Grease 2,115.0,1982,48831531
Colegas,117.0,1982,2081540
Jinxed!,103.0,1982,9236334
It Came from Hollywood,80.0,1982,6730297
The Sword and the Sorcerer,100.0,1982,125859879
Vice Squad,97.0,1982,17924224
Alone in the Dark,93.0,1982,26323876
Death Wish 2,88.0,1982,144838836
Conan the Barbarian,129.0,1982,254639823
Attack Force Z,93.0,1982,283240
Silent Rage,103.0,1982,33795728
Night Shift,106.0,1982,67899426
Zapped!,98.0,1982,54387845
Missing,122.0,1982,45060971
The World According to Garp,136.0,1982,95632809
The Missionary,90.0,1982,23306757
Poltergeist,114.0,1982,393317908
Paradise,100.0,1982,17988339
The Last Unicorn,92.0,1982,20778032
Dead Men Don't Wear Plaid,89.0,1982,58566935
Six Pack,108.0,1982,65100193
Parasite,85.0,1982,22530485
